instance,lable,predicted,tp,tn,fp,fn,correctness
0,-1,-1,0,1,0,0,1.0
1,-1,-1,0,2,0,0,1.0
2,-1,-1,0,3,0,0,1.0
3,-1,-1,0,4,0,0,1.0
4,1,-1,0,4,0,1,0.8
5,1,1,1,4,0,1,0.8333333333333334
6,-1,1,1,4,1,1,0.7142857142857143
7,1,1,2,4,1,1,0.75
8,-1,-1,2,5,1,1,0.7777777777777778
9,-1,-1,2,6,1,1,0.8
10,-1,-1,2,7,1,1,0.8181818181818182
11,-1,-1,2,8,1,1,0.8333333333333334
12,-1,-1,2,9,1,1,0.8461538461538461
13,-1,-1,2,10,1,1,0.8571428571428571
14,-1,-1,2,11,1,1,0.8666666666666667
15,-1,-1,2,12,1,1,0.875
16,-1,-1,2,13,1,1,0.8823529411764706
17,-1,-1,2,14,1,1,0.8888888888888888
18,-1,-1,2,15,1,1,0.8947368421052632
19,1,1,3,15,1,1,0.9
20,-1,-1,3,16,1,1,0.9047619047619048
21,-1,-1,3,17,1,1,0.9090909090909091
22,-1,-1,3,18,1,1,0.9130434782608695
23,-1,-1,3,19,1,1,0.9166666666666666
24,-1,-1,3,20,1,1,0.92
25,-1,1,3,20,2,1,0.8846153846153846
26,-1,-1,3,21,2,1,0.8888888888888888
27,-1,-1,3,22,2,1,0.8928571428571429
28,-1,-1,3,23,2,1,0.896551724137931
29,1,1,4,23,2,1,0.9
30,1,-1,4,23,2,2,0.8709677419354839
31,-1,-1,4,24,2,2,0.875
32,-1,-1,4,25,2,2,0.8787878787878788
33,-1,-1,4,26,2,2,0.8823529411764706
34,-1,-1,4,27,2,2,0.8857142857142857
35,-1,-1,4,28,2,2,0.8888888888888888
36,-1,-1,4,29,2,2,0.8918918918918919
37,-1,-1,4,30,2,2,0.8947368421052632
38,-1,-1,4,31,2,2,0.8974358974358975
39,-1,-1,4,32,2,2,0.9
40,-1,-1,4,33,2,2,0.9024390243902439
41,1,1,5,33,2,2,0.9047619047619048
42,-1,-1,5,34,2,2,0.9069767441860465
43,1,-1,5,34,2,3,0.8863636363636364
44,-1,-1,5,35,2,3,0.8888888888888888
45,-1,-1,5,36,2,3,0.8913043478260869
46,-1,-1,5,37,2,3,0.8936170212765957
47,-1,-1,5,38,2,3,0.8958333333333334
48,-1,-1,5,39,2,3,0.8979591836734694
49,1,-1,5,39,2,4,0.88
50,-1,-1,5,40,2,4,0.8823529411764706
51,-1,-1,5,41,2,4,0.8846153846153846
52,-1,-1,5,42,2,4,0.8867924528301887
53,-1,-1,5,43,2,4,0.8888888888888888
54,-1,-1,5,44,2,4,0.8909090909090909
55,-1,-1,5,45,2,4,0.8928571428571429
56,-1,-1,5,46,2,4,0.8947368421052632
57,-1,1,5,46,3,4,0.8793103448275862
58,-1,-1,5,47,3,4,0.8813559322033898
59,1,-1,5,47,3,5,0.8666666666666667
60,-1,-1,5,48,3,5,0.8688524590163934
61,-1,-1,5,49,3,5,0.8709677419354839
62,1,-1,5,49,3,6,0.8571428571428571
63,-1,-1,5,50,3,6,0.859375
64,1,-1,5,50,3,7,0.8461538461538461
65,-1,-1,5,51,3,7,0.8484848484848485
66,-1,-1,5,52,3,7,0.8507462686567164
67,-1,-1,5,53,3,7,0.8529411764705882
68,-1,-1,5,54,3,7,0.855072463768116
69,-1,-1,5,55,3,7,0.8571428571428571
70,-1,-1,5,56,3,7,0.8591549295774648
71,1,-1,5,56,3,8,0.8472222222222222
72,-1,-1,5,57,3,8,0.8493150684931506
73,-1,-1,5,58,3,8,0.8513513513513513
74,-1,-1,5,59,3,8,0.8533333333333334
75,-1,-1,5,60,3,8,0.8552631578947368
76,-1,-1,5,61,3,8,0.8571428571428571
77,-1,-1,5,62,3,8,0.8589743589743589
78,-1,-1,5,63,3,8,0.8607594936708861
79,-1,-1,5,64,3,8,0.8625
80,-1,-1,5,65,3,8,0.8641975308641975
81,-1,-1,5,66,3,8,0.8658536585365854
82,-1,-1,5,67,3,8,0.8674698795180723
83,-1,-1,5,68,3,8,0.8690476190476191
84,-1,-1,5,69,3,8,0.8705882352941177
85,-1,-1,5,70,3,8,0.872093023255814
86,-1,-1,5,71,3,8,0.8735632183908046
87,-1,-1,5,72,3,8,0.875
88,-1,-1,5,73,3,8,0.8764044943820225
89,-1,-1,5,74,3,8,0.8777777777777778
90,-1,-1,5,75,3,8,0.8791208791208791
91,-1,-1,5,76,3,8,0.8804347826086957
92,-1,-1,5,77,3,8,0.8817204301075269
93,1,-1,5,77,3,9,0.8723404255319149
94,-1,-1,5,78,3,9,0.8736842105263158
95,1,-1,5,78,3,10,0.8645833333333334
96,1,-1,5,78,3,11,0.8556701030927835
97,-1,-1,5,79,3,11,0.8571428571428571
98,-1,-1,5,80,3,11,0.8585858585858586
99,-1,-1,5,81,3,11,0.86
100,-1,-1,5,82,3,11,0.8613861386138614
101,-1,-1,5,83,3,11,0.8627450980392157
102,1,1,6,83,3,11,0.8640776699029126
103,-1,-1,6,84,3,11,0.8653846153846154
104,-1,-1,6,85,3,11,0.8666666666666667
105,-1,-1,6,86,3,11,0.8679245283018868
106,-1,-1,6,87,3,11,0.8691588785046729
107,1,-1,6,87,3,12,0.8611111111111112
108,-1,-1,6,88,3,12,0.8623853211009175
109,-1,-1,6,89,3,12,0.8636363636363636
110,-1,1,6,89,4,12,0.8558558558558559
111,-1,-1,6,90,4,12,0.8571428571428571
112,1,-1,6,90,4,13,0.8495575221238938
113,-1,-1,6,91,4,13,0.8508771929824561
114,-1,-1,6,92,4,13,0.8521739130434782
115,-1,-1,6,93,4,13,0.853448275862069
116,-1,-1,6,94,4,13,0.8547008547008547
117,-1,-1,6,95,4,13,0.8559322033898306
118,-1,-1,6,96,4,13,0.8571428571428571
119,-1,-1,6,97,4,13,0.8583333333333333
120,-1,-1,6,98,4,13,0.859504132231405
121,-1,-1,6,99,4,13,0.860655737704918
122,-1,-1,6,100,4,13,0.8617886178861789
123,-1,-1,6,101,4,13,0.8629032258064516
124,-1,-1,6,102,4,13,0.864
125,-1,-1,6,103,4,13,0.8650793650793651
126,-1,-1,6,104,4,13,0.8661417322834646
127,-1,-1,6,105,4,13,0.8671875
128,-1,-1,6,106,4,13,0.8682170542635659
129,-1,-1,6,107,4,13,0.8692307692307693
130,-1,-1,6,108,4,13,0.8702290076335878
131,-1,-1,6,109,4,13,0.8712121212121212
132,-1,-1,6,110,4,13,0.8721804511278195
133,-1,-1,6,111,4,13,0.8731343283582089
134,-1,-1,6,112,4,13,0.8740740740740741
135,-1,-1,6,113,4,13,0.875
136,-1,-1,6,114,4,13,0.8759124087591241
137,-1,-1,6,115,4,13,0.8768115942028986
138,-1,1,6,115,5,13,0.8705035971223022
139,-1,-1,6,116,5,13,0.8714285714285714
140,1,-1,6,116,5,14,0.8652482269503546
141,-1,-1,6,117,5,14,0.8661971830985915
142,1,-1,6,117,5,15,0.8601398601398601
143,-1,-1,6,118,5,15,0.8611111111111112
144,-1,-1,6,119,5,15,0.8620689655172413
145,-1,-1,6,120,5,15,0.863013698630137
146,1,-1,6,120,5,16,0.8571428571428571
147,-1,-1,6,121,5,16,0.8581081081081081
148,-1,-1,6,122,5,16,0.8590604026845637
149,-1,-1,6,123,5,16,0.86
150,-1,-1,6,124,5,16,0.8609271523178808
151,-1,-1,6,125,5,16,0.8618421052631579
152,1,-1,6,125,5,17,0.8562091503267973
153,-1,-1,6,126,5,17,0.8571428571428571
154,-1,-1,6,127,5,17,0.8580645161290322
155,-1,-1,6,128,5,17,0.8589743589743589
156,-1,-1,6,129,5,17,0.8598726114649682
157,-1,-1,6,130,5,17,0.8607594936708861
158,-1,-1,6,131,5,17,0.8616352201257862
159,-1,-1,6,132,5,17,0.8625
160,-1,-1,6,133,5,17,0.8633540372670807
161,-1,-1,6,134,5,17,0.8641975308641975
162,1,-1,6,134,5,18,0.8588957055214724
163,1,-1,6,134,5,19,0.8536585365853658
164,-1,-1,6,135,5,19,0.8545454545454545
