instance,lable,predicted,tp,tn,fp,fn,correctness
0,-1,1,0,0,1,0,0.0
1,-1,-1,0,1,1,0,0.5
2,-1,-1,0,2,1,0,0.6666666666666666
3,-1,-1,0,3,1,0,0.75
4,-1,-1,0,4,1,0,0.8
5,-1,1,0,4,2,0,0.6666666666666666
6,-1,1,0,4,3,0,0.5714285714285714
7,-1,-1,0,5,3,0,0.625
8,-1,1,0,5,4,0,0.5555555555555556
9,-1,-1,0,6,4,0,0.6
10,-1,-1,0,7,4,0,0.6363636363636364
11,-1,-1,0,8,4,0,0.6666666666666666
12,1,1,1,8,4,0,0.6923076923076923
13,-1,1,1,8,5,0,0.6428571428571429
14,-1,-1,1,9,5,0,0.6666666666666666
15,-1,-1,1,10,5,0,0.6875
16,1,-1,1,10,5,1,0.6470588235294118
17,-1,-1,1,11,5,1,0.6666666666666666
18,-1,-1,1,12,5,1,0.6842105263157895
19,-1,-1,1,13,5,1,0.7
20,-1,-1,1,14,5,1,0.7142857142857143
21,-1,-1,1,15,5,1,0.7272727272727273
22,-1,-1,1,16,5,1,0.7391304347826086
23,-1,-1,1,17,5,1,0.75
24,1,-1,1,17,5,2,0.72
25,-1,-1,1,18,5,2,0.7307692307692307
26,-1,-1,1,19,5,2,0.7407407407407407
27,-1,-1,1,20,5,2,0.75
28,-1,-1,1,21,5,2,0.7586206896551724
29,-1,1,1,21,6,2,0.7333333333333333
30,-1,-1,1,22,6,2,0.7419354838709677
31,1,1,2,22,6,2,0.75
32,-1,-1,2,23,6,2,0.7575757575757576
33,1,-1,2,23,6,3,0.7352941176470589
34,-1,-1,2,24,6,3,0.7428571428571429
35,-1,1,2,24,7,3,0.7222222222222222
36,-1,-1,2,25,7,3,0.7297297297297297
37,-1,-1,2,26,7,3,0.7368421052631579
38,-1,-1,2,27,7,3,0.7435897435897436
39,1,1,3,27,7,3,0.75
40,-1,-1,3,28,7,3,0.7560975609756098
41,-1,1,3,28,8,3,0.7380952380952381
42,1,-1,3,28,8,4,0.7209302325581395
43,-1,-1,3,29,8,4,0.7272727272727273
44,-1,-1,3,30,8,4,0.7333333333333333
45,-1,-1,3,31,8,4,0.7391304347826086
46,-1,1,3,31,9,4,0.723404255319149
47,-1,-1,3,32,9,4,0.7291666666666666
48,-1,-1,3,33,9,4,0.7346938775510204
49,-1,-1,3,34,9,4,0.74
50,-1,-1,3,35,9,4,0.7450980392156863
51,-1,-1,3,36,9,4,0.75
52,-1,1,3,36,10,4,0.7358490566037735
53,-1,-1,3,37,10,4,0.7407407407407407
54,-1,-1,3,38,10,4,0.7454545454545455
55,-1,-1,3,39,10,4,0.75
56,-1,1,3,39,11,4,0.7368421052631579
57,-1,1,3,39,12,4,0.7241379310344828
58,-1,-1,3,40,12,4,0.7288135593220338
59,-1,-1,3,41,12,4,0.7333333333333333
60,-1,-1,3,42,12,4,0.7377049180327869
61,-1,1,3,42,13,4,0.7258064516129032
62,-1,1,3,42,14,4,0.7142857142857143
