instance,lable,predicted,tp,tn,fp,fn,correctness
0,1,1,1,0,0,0,1.0
1,-1,-1,1,1,0,0,1.0
2,-1,-1,1,2,0,0,1.0
3,-1,-1,1,3,0,0,1.0
4,-1,-1,1,4,0,0,1.0
5,-1,1,1,4,1,0,0.8333333333333334
6,-1,1,1,4,2,0,0.7142857142857143
7,-1,-1,1,5,2,0,0.75
8,1,-1,1,5,2,1,0.6666666666666666
9,-1,-1,1,6,2,1,0.7
10,-1,-1,1,7,2,1,0.7272727272727273
11,-1,-1,1,8,2,1,0.75
12,-1,-1,1,9,2,1,0.7692307692307693
13,-1,-1,1,10,2,1,0.7857142857142857
14,-1,-1,1,11,2,1,0.8
15,-1,-1,1,12,2,1,0.8125
16,-1,-1,1,13,2,1,0.8235294117647058
17,-1,-1,1,14,2,1,0.8333333333333334
18,-1,-1,1,15,2,1,0.8421052631578947
19,-1,-1,1,16,2,1,0.85
20,-1,-1,1,17,2,1,0.8571428571428571
21,-1,-1,1,18,2,1,0.8636363636363636
22,-1,-1,1,19,2,1,0.8695652173913043
23,-1,-1,1,20,2,1,0.875
24,-1,-1,1,21,2,1,0.88
25,-1,-1,1,22,2,1,0.8846153846153846
26,-1,-1,1,23,2,1,0.8888888888888888
27,-1,-1,1,24,2,1,0.8928571428571429
28,-1,-1,1,25,2,1,0.896551724137931
29,-1,-1,1,26,2,1,0.9
30,-1,-1,1,27,2,1,0.9032258064516129
31,-1,-1,1,28,2,1,0.90625
32,-1,-1,1,29,2,1,0.9090909090909091
33,-1,-1,1,30,2,1,0.9117647058823529
34,-1,-1,1,31,2,1,0.9142857142857143
35,-1,-1,1,32,2,1,0.9166666666666666
36,-1,-1,1,33,2,1,0.918918918918919
37,-1,-1,1,34,2,1,0.9210526315789473
38,-1,-1,1,35,2,1,0.9230769230769231
39,-1,-1,1,36,2,1,0.925
40,-1,-1,1,37,2,1,0.926829268292683
41,-1,-1,1,38,2,1,0.9285714285714286
42,-1,1,1,38,3,1,0.9069767441860465
43,-1,-1,1,39,3,1,0.9090909090909091
44,-1,-1,1,40,3,1,0.9111111111111111
45,-1,-1,1,41,3,1,0.9130434782608695
46,1,-1,1,41,3,2,0.8936170212765957
47,-1,-1,1,42,3,2,0.8958333333333334
48,-1,-1,1,43,3,2,0.8979591836734694
49,-1,-1,1,44,3,2,0.9
50,-1,-1,1,45,3,2,0.9019607843137255
51,-1,-1,1,46,3,2,0.9038461538461539
52,-1,-1,1,47,3,2,0.9056603773584906
53,1,-1,1,47,3,3,0.8888888888888888
54,-1,-1,1,48,3,3,0.8909090909090909
55,-1,-1,1,49,3,3,0.8928571428571429
56,-1,-1,1,50,3,3,0.8947368421052632
57,-1,-1,1,51,3,3,0.896551724137931
58,-1,-1,1,52,3,3,0.8983050847457628
59,-1,-1,1,53,3,3,0.9
60,-1,-1,1,54,3,3,0.9016393442622951
61,1,-1,1,54,3,4,0.8870967741935484
62,-1,-1,1,55,3,4,0.8888888888888888
63,1,-1,1,55,3,5,0.875
64,-1,-1,1,56,3,5,0.8769230769230769
65,-1,-1,1,57,3,5,0.8787878787878788
66,-1,-1,1,58,3,5,0.8805970149253731
67,-1,-1,1,59,3,5,0.8823529411764706
68,1,-1,1,59,3,6,0.8695652173913043
69,-1,-1,1,60,3,6,0.8714285714285714
70,-1,-1,1,61,3,6,0.8732394366197183
71,-1,-1,1,62,3,6,0.875
72,-1,-1,1,63,3,6,0.8767123287671232
73,-1,-1,1,64,3,6,0.8783783783783784
74,-1,-1,1,65,3,6,0.88
75,-1,-1,1,66,3,6,0.881578947368421
76,-1,-1,1,67,3,6,0.8831168831168831
77,1,-1,1,67,3,7,0.8717948717948718
78,1,-1,1,67,3,8,0.8607594936708861
79,-1,-1,1,68,3,8,0.8625
80,-1,-1,1,69,3,8,0.8641975308641975
