instance,lable,predicted,tp,tn,fp,fn,correctness
0,-1,-1,0,1,0,0,1.0
1,-1,-1,0,2,0,0,1.0
2,-1,-1,0,3,0,0,1.0
3,-1,-1,0,4,0,0,1.0
4,1,-1,0,4,0,1,0.8
5,1,1,1,4,0,1,0.8333333333333334
6,-1,1,1,4,1,1,0.7142857142857143
7,1,1,2,4,1,1,0.75
8,-1,-1,2,5,1,1,0.7777777777777778
9,-1,-1,2,6,1,1,0.8
10,-1,-1,2,7,1,1,0.8181818181818182
11,-1,-1,2,8,1,1,0.8333333333333334
12,-1,-1,2,9,1,1,0.8461538461538461
13,-1,-1,2,10,1,1,0.8571428571428571
14,-1,-1,2,11,1,1,0.8666666666666667
15,-1,-1,2,12,1,1,0.875
16,-1,-1,2,13,1,1,0.8823529411764706
17,-1,-1,2,14,1,1,0.8888888888888888
18,-1,-1,2,15,1,1,0.8947368421052632
19,1,-1,2,15,1,2,0.85
20,-1,-1,2,16,1,2,0.8571428571428571
21,-1,-1,2,17,1,2,0.8636363636363636
22,-1,-1,2,18,1,2,0.8695652173913043
23,-1,-1,2,19,1,2,0.875
24,-1,-1,2,20,1,2,0.88
25,-1,1,2,20,2,2,0.8461538461538461
26,-1,-1,2,21,2,2,0.8518518518518519
27,-1,-1,2,22,2,2,0.8571428571428571
28,-1,-1,2,23,2,2,0.8620689655172413
29,1,1,3,23,2,2,0.8666666666666667
30,1,-1,3,23,2,3,0.8387096774193549
31,-1,-1,3,24,2,3,0.84375
32,-1,-1,3,25,2,3,0.8484848484848485
33,-1,-1,3,26,2,3,0.8529411764705882
34,-1,-1,3,27,2,3,0.8571428571428571
35,-1,-1,3,28,2,3,0.8611111111111112
36,-1,-1,3,29,2,3,0.8648648648648649
37,-1,-1,3,30,2,3,0.868421052631579
38,-1,-1,3,31,2,3,0.8717948717948718
39,-1,-1,3,32,2,3,0.875
40,-1,-1,3,33,2,3,0.8780487804878049
41,1,1,4,33,2,3,0.8809523809523809
42,-1,-1,4,34,2,3,0.8837209302325582
43,1,-1,4,34,2,4,0.8636363636363636
44,-1,-1,4,35,2,4,0.8666666666666667
45,-1,-1,4,36,2,4,0.8695652173913043
46,-1,-1,4,37,2,4,0.8723404255319149
47,-1,-1,4,38,2,4,0.875
48,-1,-1,4,39,2,4,0.8775510204081632
49,1,1,5,39,2,4,0.88
50,-1,-1,5,40,2,4,0.8823529411764706
51,-1,-1,5,41,2,4,0.8846153846153846
52,-1,-1,5,42,2,4,0.8867924528301887
53,-1,-1,5,43,2,4,0.8888888888888888
54,-1,-1,5,44,2,4,0.8909090909090909
55,-1,-1,5,45,2,4,0.8928571428571429
56,-1,-1,5,46,2,4,0.8947368421052632
57,-1,-1,5,47,2,4,0.896551724137931
58,-1,-1,5,48,2,4,0.8983050847457628
59,1,-1,5,48,2,5,0.8833333333333333
60,-1,-1,5,49,2,5,0.8852459016393442
61,-1,-1,5,50,2,5,0.8870967741935484
62,1,-1,5,50,2,6,0.873015873015873
63,-1,-1,5,51,2,6,0.875
64,1,-1,5,51,2,7,0.8615384615384616
65,-1,-1,5,52,2,7,0.8636363636363636
66,-1,-1,5,53,2,7,0.8656716417910447
67,-1,-1,5,54,2,7,0.8676470588235294
68,-1,-1,5,55,2,7,0.8695652173913043
69,-1,-1,5,56,2,7,0.8714285714285714
70,-1,-1,5,57,2,7,0.8732394366197183
71,1,-1,5,57,2,8,0.8611111111111112
72,-1,-1,5,58,2,8,0.863013698630137
73,-1,-1,5,59,2,8,0.8648648648648649
74,-1,-1,5,60,2,8,0.8666666666666667
75,-1,-1,5,61,2,8,0.868421052631579
76,-1,-1,5,62,2,8,0.8701298701298701
77,-1,-1,5,63,2,8,0.8717948717948718
78,-1,-1,5,64,2,8,0.8734177215189873
79,-1,-1,5,65,2,8,0.875
80,-1,-1,5,66,2,8,0.8765432098765432
81,-1,-1,5,67,2,8,0.8780487804878049
82,-1,-1,5,68,2,8,0.8795180722891566
83,-1,-1,5,69,2,8,0.8809523809523809
84,-1,-1,5,70,2,8,0.8823529411764706
85,-1,-1,5,71,2,8,0.8837209302325582
86,-1,-1,5,72,2,8,0.8850574712643678
87,-1,-1,5,73,2,8,0.8863636363636364
88,-1,-1,5,74,2,8,0.8876404494382022
89,-1,-1,5,75,2,8,0.8888888888888888
90,-1,-1,5,76,2,8,0.8901098901098901
91,-1,-1,5,77,2,8,0.8913043478260869
92,-1,-1,5,78,2,8,0.8924731182795699
93,1,-1,5,78,2,9,0.8829787234042553
94,-1,-1,5,79,2,9,0.8842105263157894
95,1,-1,5,79,2,10,0.875
96,1,-1,5,79,2,11,0.865979381443299
97,-1,-1,5,80,2,11,0.8673469387755102
98,-1,-1,5,81,2,11,0.8686868686868687
99,-1,-1,5,82,2,11,0.87
100,-1,-1,5,83,2,11,0.8712871287128713
101,-1,-1,5,84,2,11,0.8725490196078431
102,1,1,6,84,2,11,0.8737864077669902
103,-1,-1,6,85,2,11,0.875
104,-1,-1,6,86,2,11,0.8761904761904762
105,-1,-1,6,87,2,11,0.8773584905660378
106,-1,-1,6,88,2,11,0.8785046728971962
107,1,-1,6,88,2,12,0.8703703703703703
108,-1,-1,6,89,2,12,0.8715596330275229
109,-1,-1,6,90,2,12,0.8727272727272727
110,-1,1,6,90,3,12,0.8648648648648649
111,-1,-1,6,91,3,12,0.8660714285714286
112,1,-1,6,91,3,13,0.8584070796460177
113,-1,-1,6,92,3,13,0.8596491228070176
114,-1,-1,6,93,3,13,0.8608695652173913
115,-1,-1,6,94,3,13,0.8620689655172413
116,-1,-1,6,95,3,13,0.8632478632478633
117,-1,-1,6,96,3,13,0.864406779661017
118,-1,-1,6,97,3,13,0.865546218487395
119,-1,-1,6,98,3,13,0.8666666666666667
120,-1,-1,6,99,3,13,0.8677685950413223
121,-1,-1,6,100,3,13,0.8688524590163934
122,-1,-1,6,101,3,13,0.8699186991869918
123,-1,-1,6,102,3,13,0.8709677419354839
124,-1,-1,6,103,3,13,0.872
125,-1,-1,6,104,3,13,0.873015873015873
126,-1,-1,6,105,3,13,0.8740157480314961
127,-1,-1,6,106,3,13,0.875
128,-1,-1,6,107,3,13,0.875968992248062
129,-1,-1,6,108,3,13,0.8769230769230769
130,-1,-1,6,109,3,13,0.8778625954198473
131,-1,-1,6,110,3,13,0.8787878787878788
132,-1,-1,6,111,3,13,0.8796992481203008
133,-1,-1,6,112,3,13,0.8805970149253731
134,-1,-1,6,113,3,13,0.8814814814814815
135,-1,-1,6,114,3,13,0.8823529411764706
136,-1,-1,6,115,3,13,0.8832116788321168
137,-1,-1,6,116,3,13,0.8840579710144928
138,-1,1,6,116,4,13,0.8776978417266187
139,-1,-1,6,117,4,13,0.8785714285714286
140,1,-1,6,117,4,14,0.8723404255319149
141,-1,-1,6,118,4,14,0.8732394366197183
142,1,-1,6,118,4,15,0.8671328671328671
143,-1,-1,6,119,4,15,0.8680555555555556
144,-1,-1,6,120,4,15,0.8689655172413793
145,-1,-1,6,121,4,15,0.8698630136986302
146,1,-1,6,121,4,16,0.8639455782312925
147,-1,-1,6,122,4,16,0.8648648648648649
148,-1,-1,6,123,4,16,0.8657718120805369
149,-1,-1,6,124,4,16,0.8666666666666667
150,-1,-1,6,125,4,16,0.8675496688741722
151,-1,-1,6,126,4,16,0.868421052631579
152,1,-1,6,126,4,17,0.8627450980392157
153,-1,-1,6,127,4,17,0.8636363636363636
154,-1,-1,6,128,4,17,0.864516129032258
155,-1,-1,6,129,4,17,0.8653846153846154
156,-1,-1,6,130,4,17,0.8662420382165605
157,-1,-1,6,131,4,17,0.8670886075949367
158,-1,-1,6,132,4,17,0.8679245283018868
159,-1,-1,6,133,4,17,0.86875
160,-1,-1,6,134,4,17,0.8695652173913043
161,-1,-1,6,135,4,17,0.8703703703703703
162,1,-1,6,135,4,18,0.8650306748466258
163,1,-1,6,135,4,19,0.8597560975609756
164,-1,-1,6,136,4,19,0.8606060606060606
